                Step              Time(s)             TStep(s)         NACTClusters         TotalCluster           TotalAtoms       NUM_ACTIVEFREE       NUM_ACTIVEINGB      NUM_OUT_DESTROY       NUM_EXP_DESTRO      NUM_MIS_DESTROY         NUM_ABSORBED       NUM_ANNIHILATE      RMIN_ACTIVEFREE      RMIN_ACTIVEINGB     RMIN_OUT_DESTROY      RMIN_EXP_DESTRO     RMIN_MIS_DESTROY        RMIN_ABSORBED      RMIN_ANNIHILATE      RMAX_ACTIVEFREE      RMAX_ACTIVEINGB     RMAX_OUT_DESTROY      RMAX_EXP_DESTRO     RMAX_MIS_DESTROY        RMAX_ABSORBED      RMAX_ANNIHILATE                 RAVE                 NAVA          Concentrate         TotalImplant      ACUM_ACTIVEFREE      ACUM_ACTIVEINGB     ACUM_OUT_DESTROY      ACUM_EXP_DESTRO     ACUM_MIS_DESTROY        ACUM_ABSORBED      ACUM_ANNIHILATE
                 440       1.20852003E-10       2.76000007E-13                17246                24320                24824                17246                    0                    0                    0                    0                 5168                 1906       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57007650E-01       1.30615795E+00       8.49776930E+16                    0                17246                    0                    0                    0                    0                 5168                 1906
                 450       1.23612003E-10       2.76000007E-13                17216                24320                24794                17216                    0                    0                    0                    0                 5188                 1916       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57010065E-01       1.30634294E+00       8.48298714E+16                    0                17216                    0                    0                    0                    0                 5188                 1916
                 460       1.26372003E-10       2.76000007E-13                17181                24320                24764                17181                    0                    0                    0                    0                 5216                 1923       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57021420E-01       1.30667598E+00       8.46574129E+16                    0                17181                    0                    0                    0                    0                 5216                 1923
                 470       1.29132003E-10       2.76000007E-13                17152                24320                24724                17152                    0                    0                    0                    0                 5236                 1932       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57025467E-01       1.30678638E+00       8.45145188E+16                    0                17152                    0                    0                    0                    0                 5236                 1932
                 480       1.31892003E-10       2.76000007E-13                17137                24320                24706                17137                    0                    0                    0                    0                 5248                 1935       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57021779E-01       1.30676314E+00       8.44406080E+16                    0                17137                    0                    0                    0                    0                 5248                 1935
                 490       1.34652003E-10       2.76000007E-13                17112                24320                24698                17112                    0                    0                    0                    0                 5267                 1941       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57021113E-01       1.30703600E+00       8.43174233E+16                    0                17112                    0                    0                    0                    0                 5267                 1941
                 500       1.37412003E-10       2.76000007E-13                17095                24320                24671                17095                    0                    0                    0                    0                 5281                 1944       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57012161E-01       1.30693185E+00       8.42336578E+16                    0                17095                    0                    0                    0                    0                 5281                 1944
                 510       1.40172003E-10       2.76000007E-13                17064                24320                24638                17064                    0                    0                    0                    0                 5301                 1955       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57023718E-01       1.30731364E+00       8.40809088E+16                    0                17064                    0                    0                    0                    0                 5301                 1955
                 520       1.42932004E-10       2.76000007E-13                17033                24320                24610                17033                    0                    0                    0                    0                 5320                 1967       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57039329E-01       1.30781424E+00       8.39281599E+16                    0                17033                    0                    0                    0                    0                 5320                 1967
                 530       1.45692004E-10       2.76000007E-13                17011                24320                24568                17011                    0                    0                    0                    0                 5338                 1971       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57023033E-01       1.30738934E+00       8.38197574E+16                    0                17011                    0                    0                    0                    0                 5338                 1971
                 540       1.48452004E-10       2.76000007E-13                16987                24320                24554                16987                    0                    0                    0                    0                 5356                 1977       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57036805E-01       1.30782363E+00       8.37015001E+16                    0                16987                    0                    0                    0                    0                 5356                 1977
                 550       1.51212004E-10       2.76000007E-13                16975                24320                24551                16975                    0                    0                    0                    0                 5366                 1979       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.76914905E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57041829E-01       1.30804124E+00       8.36423715E+16                    0                16975                    0                    0                    0                    0                 5366                 1979
                 560       1.53972004E-10       2.76000007E-13                16964                24320                24556                16964                    0                    0                    0                    0                 5375                 1981       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.99739729E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57040425E-01       1.30818203E+00       8.35881703E+16                    0                16964                    0                    0                    0                    0                 5375                 1981
                 570       1.56732004E-10       2.76000007E-13                16939                24320                24534                16939                    0                    0                    0                    0                 5394                 1987       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.99739729E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57043723E-01       1.30834170E+00       8.34649856E+16                    0                16939                    0                    0                    0                    0                 5394                 1987
                 580       1.59492004E-10       2.76000007E-13                16915                24320                24504                16915                    0                    0                    0                    0                 5413                 1992       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.99739729E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57043168E-01       1.30830624E+00       8.33467284E+16                    0                16915                    0                    0                    0                    0                 5413                 1992
                 590       1.62252004E-10       2.76000007E-13                16890                24320                24478                16890                    0                    0                    0                    0                 5433                 1997       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.99739729E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57047389E-01       1.30858496E+00       8.32235437E+16                    0                16890                    0                    0                    0                    0                 5433                 1997
                 600       1.65012004E-10       2.76000007E-13                16861                24320                24440                16861                    0                    0                    0                    0                 5453                 2006       1.37000000E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       1.37000000E-01       1.37000000E-01       3.99739729E-01       0.00000000E+00       0.00000000E+00       0.00000000E+00       0.00000000E+00       3.76914905E-01       2.62825549E-01       1.57058349E-01       1.30881917E+00       8.30806495E+16                    0                16861                    0                    0                    0                    0                 5453                 2006
